"","day","mon","hh","mm","ss","spd","vol","occ"
"1",1,8,0,0,0,95,434,1
"2",1,8,0,5,0,95,557,1
"3",1,8,0,10,0,95,318,1
"4",1,8,0,15,0,95,334,0
"5",1,8,0,20,0,95,426,1
"6",1,8,0,25,0,95,151,0
"7",1,8,0,30,0,95,360,1
"8",1,8,0,35,0,95,228,0
"9",1,8,0,40,0,95,260,0
"10",1,8,0,45,0,95,313,0
"11",1,8,0,50,0,95,322,0
"12",1,8,0,55,0,95,263,0
"13",1,8,1,0,0,95,162,0
"14",1,8,1,5,0,95,204,0
"15",1,8,1,10,0,95,234,0
"16",1,8,1,15,0,95,263,0
"17",1,8,1,20,0,95,230,0
"18",1,8,1,25,0,95,226,0
"19",1,8,1,30,0,95,335,0
"20",1,8,1,35,0,95,130,0
"21",1,8,1,40,0,95,53,0
"22",1,8,1,45,0,95,262,0
"23",1,8,1,50,0,95,156,0
"24",1,8,1,55,0,95,143,0
"25",1,8,2,0,0,95,237,0
"26",1,8,2,5,0,95,109,0
"27",1,8,2,10,0,95,78,0
"28",1,8,2,15,0,95,53,0
"29",1,8,2,20,0,95,137,0
"30",1,8,2,25,0,95,231,0
"31",1,8,2,30,0,95,171,0
"32",1,8,2,35,0,95,92,0
"33",1,8,2,40,0,95,219,0
"34",1,8,2,45,0,95,103,0
"35",1,8,2,50,0,95,70,0
"36",1,8,2,55,0,95,160,0
"37",1,8,3,0,0,95,82,0
"38",1,8,3,5,0,95,126,0
"39",1,8,3,10,0,95,6,0
"40",1,8,3,15,0,95,87,0
"41",1,8,3,20,0,95,39,0
"42",1,8,3,25,0,95,111,0
"43",1,8,3,30,0,95,115,0
"44",1,8,3,35,0,95,116,0
"45",1,8,3,40,0,95,176,0
"46",1,8,3,45,0,95,97,0
"47",1,8,3,50,0,95,27,0
"48",1,8,3,55,0,95,82,0
"49",1,8,4,0,0,95,140,0
"50",1,8,4,5,0,95,144,0
"51",1,8,4,10,0,95,118,0
"52",1,8,4,15,0,95,51,0
"53",1,8,4,20,0,95,65,0
"54",1,8,4,25,0,95,87,0
"55",1,8,4,30,0,95,92,0
"56",1,8,4,35,0,95,79,0
"57",1,8,4,40,0,95,31,0
"58",1,8,4,45,0,95,173,0
"59",1,8,4,50,0,95,136,0
"60",1,8,4,55,0,95,69,0
"61",1,8,5,0,0,95,124,0
"62",1,8,5,5,0,95,121,0
"63",1,8,5,10,0,95,216,0
"64",1,8,5,15,0,95,219,0
"65",1,8,5,20,0,95,201,0
"66",1,8,5,25,0,95,335,1
"67",1,8,5,30,0,95,209,1
"68",1,8,5,35,0,95,220,1
"69",1,8,5,40,0,95,288,1
"70",1,8,5,45,0,95,288,0
"71",1,8,5,50,0,95,283,1
"72",1,8,5,55,0,95,283,1
"73",1,8,6,0,0,95,682,1
"74",1,8,6,5,0,95,544,1
"75",1,8,6,10,0,95,654,1
"76",1,8,6,15,0,95,523,1
"77",1,8,6,20,0,95,819,2
"78",1,8,6,25,0,95,513,1
"79",1,8,6,30,0,91,1105,2
"80",1,8,6,35,0,95,820,2
"81",1,8,6,40,0,95,923,2
"82",1,8,6,45,0,89,1746,3
"83",1,8,6,50,0,90,2193,4
"84",1,8,6,55,0,90,1862,3
"85",1,8,7,0,0,90,3068,5
"86",1,8,7,5,0,90,3567,8
"87",1,8,7,10,0,90,4656,11
"88",1,8,7,15,0,89,5192,11
"89",1,8,7,20,0,89,4650,10
"90",1,8,7,25,0,88,4735,11
"91",1,8,7,30,0,89,-1,13
"92",1,8,7,35,0,89,6000,13
"93",1,8,7,40,0,87,5640,13
"94",1,8,7,45,0,87,5118,12
"95",1,8,7,50,0,67,5512,16
"96",1,8,7,55,0,55,-1,16
"97",1,8,8,0,0,59,5316,16
"98",1,8,8,5,0,46,5553,26
"99",1,8,8,10,0,40,5265,27
"100",1,8,8,15,0,42,5600,21
"101",1,8,8,20,0,42,5561,20
"102",1,8,8,25,0,44,5534,25
"103",1,8,8,30,0,43,5650,21
"104",1,8,8,35,0,46,5339,18
"105",1,8,8,40,0,49,5820,19
"106",1,8,8,45,0,56,5232,18
"107",1,8,8,50,0,71,4455,18
"108",1,8,8,55,0,77,5440,17
"109",1,8,9,0,0,91,5253,19
"110",1,8,9,5,0,94,5583,21
"111",1,8,9,10,0,93,5711,19
"112",1,8,9,15,0,92,5758,18
"113",1,8,9,20,0,90,5252,16
"114",1,8,9,25,0,89,5028,24
"115",1,8,9,30,0,82,5488,32
"116",1,8,9,35,0,66,5303,35
"117",1,8,9,40,0,64,5217,38
"118",1,8,9,45,0,63,5834,33
"119",1,8,9,50,0,67,5848,31
"120",1,8,9,55,0,68,-1,29
"121",1,8,10,0,0,77,5760,25
"122",1,8,10,5,0,81,5598,25
"123",1,8,10,10,0,81,5524,19
"124",1,8,10,15,0,81,5488,22
"125",1,8,10,20,0,87,4823,16
"126",1,8,10,25,0,83,4885,19
"127",1,8,10,30,0,82,5188,17
"128",1,8,10,35,0,80,4984,18
"129",1,8,10,40,0,81,5015,18
"130",1,8,10,45,0,88,4489,13
"131",1,8,10,50,0,79,4313,19
"132",1,8,10,55,0,81,4577,18
"133",1,8,11,0,0,82,4927,17
"134",1,8,11,5,0,79,4620,18
"135",1,8,11,10,0,78,4586,16
"136",1,8,11,15,0,87,4655,14
"137",1,8,11,20,0,81,5315,17
"138",1,8,11,25,0,85,4093,15
"139",1,8,11,30,0,83,4628,14
"140",1,8,11,35,0,89,4625,11
"141",1,8,11,40,0,79,5284,20
"142",1,8,11,45,0,77,4204,19
"143",1,8,11,50,0,89,5115,13
"144",1,8,11,55,0,79,5217,17
"145",1,8,12,0,0,81,4424,15
"146",1,8,12,5,0,76,4921,18
"147",1,8,12,10,0,83,4728,15
"148",1,8,12,15,0,78,4217,17
"149",1,8,12,20,0,72,4470,20
"150",1,8,12,25,0,86,4527,14
"151",1,8,12,30,0,80,4230,14
"152",1,8,12,35,0,84,3915,15
"153",1,8,12,40,0,89,4529,12
"154",1,8,12,45,0,84,4247,16
"155",1,8,12,50,0,80,4309,15
"156",1,8,12,55,0,76,4070,18
"157",1,8,13,0,0,84,4294,15
"158",1,8,13,5,0,80,4166,15
"159",1,8,13,10,0,77,3910,16
"160",1,8,13,15,0,86,4349,13
"161",1,8,13,20,0,72,4257,17
"162",1,8,13,25,0,83,4453,13
"163",1,8,13,30,0,75,5329,16
"164",1,8,13,35,0,71,4311,21
"165",1,8,13,40,0,75,4985,17
"166",1,8,13,45,0,89,4986,13
"167",1,8,13,50,0,77,4672,16
"168",1,8,13,55,0,74,4700,16
"169",1,8,14,0,0,87,3986,11
"170",1,8,14,5,0,78,4744,21
"171",1,8,14,10,0,73,5013,19
"172",1,8,14,15,0,76,4927,20
"173",1,8,14,20,0,72,4724,17
"174",1,8,14,25,0,79,4489,16
"175",1,8,14,30,0,82,4817,16
"176",1,8,14,35,0,76,5286,19
"177",1,8,14,40,0,77,5345,20
"178",1,8,14,45,0,89,4100,12
"179",1,8,14,50,0,83,3950,15
"180",1,8,14,55,0,75,4880,19
"181",1,8,15,0,0,75,4536,18
"182",1,8,15,5,0,89,4511,12
"183",1,8,15,10,0,87,5204,14
"184",1,8,15,15,0,87,4356,12
"185",1,8,15,20,0,87,4963,13
"186",1,8,15,25,0,85,5087,13
"187",1,8,15,30,0,89,4674,12
"188",1,8,15,35,0,90,4821,12
"189",1,8,15,40,0,90,4139,11
"190",1,8,15,45,0,84,4331,13
"191",1,8,15,50,0,89,4129,11
"192",1,8,15,55,0,77,4911,15
"193",1,8,16,0,0,87,4132,13
"194",1,8,16,5,0,77,4232,16
"195",1,8,16,10,0,89,4817,12
"196",1,8,16,15,0,89,4487,12
"197",1,8,16,20,0,82,4485,14
"198",1,8,16,25,0,87,5073,15
"199",1,8,16,30,0,88,4387,13
"200",1,8,16,35,0,89,5140,14
"201",1,8,16,40,0,76,4910,16
"202",1,8,16,45,0,87,5025,14
"203",1,8,16,50,0,79,5468,15
"204",1,8,16,55,0,82,5173,16
"205",1,8,17,0,0,83,5089,17
"206",1,8,17,5,0,86,5446,16
"207",1,8,17,10,0,82,4772,19
"208",1,8,17,15,0,76,5283,23
"209",1,8,17,20,0,77,-1,23
"210",1,8,17,25,0,80,5820,23
"211",1,8,17,30,0,80,5849,23
"212",1,8,17,35,0,83,5520,20
"213",1,8,17,40,0,85,5641,16
"214",1,8,17,45,0,79,-1,22
"215",1,8,17,50,0,80,5940,21
"216",1,8,17,55,0,77,5724,28
"217",1,8,18,0,0,76,5828,29
"218",1,8,18,5,0,75,-1,30
"219",1,8,18,10,0,73,5419,30
"220",1,8,18,15,0,73,5658,27
"221",1,8,18,20,0,69,5378,32
"222",1,8,18,25,0,60,-1,28
"223",1,8,18,30,0,50,5669,30
"224",1,8,18,35,0,46,5864,27
"225",1,8,18,40,0,48,5648,26
"226",1,8,18,45,0,60,5228,23
"227",1,8,18,50,0,68,5779,20
"228",1,8,18,55,0,63,4942,20
"229",1,8,19,0,0,80,5232,15
"230",1,8,19,5,0,89,3734,9
"231",1,8,19,10,0,89,2892,6
"232",1,8,19,15,0,89,3629,8
"233",1,8,19,20,0,89,3433,8
"234",1,8,19,25,0,90,3097,7
"235",1,8,19,30,0,90,2279,5
"236",1,8,19,35,0,90,1740,4
"237",1,8,19,40,0,90,2047,4
"238",1,8,19,45,0,89,2421,4
"239",1,8,19,50,0,89,2263,5
"240",1,8,19,55,0,89,2246,5
"241",1,8,20,0,0,89,1898,4
"242",1,8,20,5,0,89,1911,4
"243",1,8,20,10,0,90,1888,4
"244",1,8,20,15,0,90,1944,4
"245",1,8,20,20,0,90,1805,4
"246",1,8,20,25,0,90,1596,3
"247",1,8,20,30,0,89,1829,4
"248",1,8,20,35,0,89,1611,4
"249",1,8,20,40,0,92,1547,3
"250",1,8,20,45,0,95,1000,2
"251",1,8,20,50,0,91,1494,3
"252",1,8,20,55,0,90,1614,3
"253",1,8,21,0,0,90,1275,3
"254",1,8,21,5,0,91,1495,3
"255",1,8,21,10,0,90,1515,3
"256",1,8,21,15,0,90,1574,3
"257",1,8,21,20,0,91,1598,3
"258",1,8,21,25,0,90,1734,3
"259",1,8,21,30,0,92,1221,3
"260",1,8,21,35,0,91,1272,3
"261",1,8,21,40,0,91,1365,3
"262",1,8,21,45,0,90,1368,3
"263",1,8,21,50,0,95,1059,2
"264",1,8,21,55,0,95,827,2
"265",1,8,22,0,0,95,1117,2
"266",1,8,22,5,0,95,1090,2
"267",1,8,22,10,0,90,1456,3
"268",1,8,22,15,0,92,1260,2
"269",1,8,22,20,0,95,1110,2
"270",1,8,22,25,0,95,935,2
"271",1,8,22,30,0,95,801,2
"272",1,8,22,35,0,94,1075,2
"273",1,8,22,40,0,95,814,1
"274",1,8,22,45,0,93,1051,2
"275",1,8,22,50,0,92,1226,2
"276",1,8,22,55,0,95,939,2
"277",1,8,23,0,0,95,650,1
"278",1,8,23,5,0,95,648,1
"279",1,8,23,10,0,95,808,1
"280",1,8,23,15,0,95,693,1
"281",1,8,23,20,0,95,698,2
"282",1,8,23,25,0,95,645,1
"283",1,8,23,30,0,93,928,2
"284",1,8,23,35,0,95,651,1
"285",1,8,23,40,0,95,536,1
"286",1,8,23,45,0,95,407,1
"287",1,8,23,50,0,95,547,1
"288",1,8,23,55,0,95,397,1
"289",2,8,0,0,0,95,293,0
"290",2,8,0,5,0,95,259,1
"291",2,8,0,10,0,95,412,1
"292",2,8,0,15,0,95,488,1
"293",2,8,0,20,0,95,354,1
"294",2,8,0,25,0,95,192,0
"295",2,8,0,30,0,95,289,0
"296",2,8,0,35,0,95,260,0
"297",2,8,0,40,0,95,245,0
"298",2,8,0,45,0,95,197,0
"299",2,8,0,50,0,95,283,0
"300",2,8,0,55,0,95,302,0
"301",2,8,1,0,0,95,164,0
"302",2,8,1,5,0,95,220,0
"303",2,8,1,10,0,95,306,0
"304",2,8,1,15,0,95,118,0
"305",2,8,1,20,0,95,234,0
"306",2,8,1,25,0,95,141,0
"307",2,8,1,30,0,95,48,0
"308",2,8,1,35,0,95,208,0
"309",2,8,1,40,0,95,238,0
"310",2,8,1,45,0,95,207,0
"311",2,8,1,50,0,95,295,0
"312",2,8,1,55,0,95,177,0
"313",2,8,2,0,0,95,182,0
"314",2,8,2,5,0,95,274,0
"315",2,8,2,10,0,95,78,0
"316",2,8,2,15,0,95,176,0
"317",2,8,2,20,0,93,133,0
"318",2,8,2,25,0,95,199,0
"319",2,8,2,30,0,95,110,0
"320",2,8,2,35,0,95,152,0
"321",2,8,2,40,0,93,193,0
"322",2,8,2,45,0,95,80,0
"323",2,8,2,50,0,95,54,0
"324",2,8,2,55,0,95,99,0
"325",2,8,3,0,0,95,124,0
"326",2,8,3,5,0,95,68,0
"327",2,8,3,10,0,95,84,0
"328",2,8,3,15,0,95,45,0
"329",2,8,3,20,0,95,53,0
"330",2,8,3,25,0,95,113,0
"331",2,8,3,30,0,95,130,0
"332",2,8,3,35,0,95,232,0
"333",2,8,3,40,0,95,26,0
"334",2,8,3,45,0,95,154,0
"335",2,8,3,50,0,95,85,0
"336",2,8,3,55,0,95,140,0
"337",2,8,4,0,0,95,175,0
"338",2,8,4,5,0,95,150,0
"339",2,8,4,10,0,95,105,0
"340",2,8,4,15,0,95,162,0
"341",2,8,4,20,0,95,106,0
"342",2,8,4,25,0,95,112,0
"343",2,8,4,30,0,95,134,0
"344",2,8,4,35,0,95,54,0
"345",2,8,4,40,0,95,139,0
"346",2,8,4,45,0,95,154,0
"347",2,8,4,50,0,95,129,0
"348",2,8,4,55,0,95,99,0
"349",2,8,5,0,0,95,206,0
"350",2,8,5,5,0,95,140,0
"351",2,8,5,10,0,95,199,1
"352",2,8,5,15,0,95,186,0
"353",2,8,5,20,0,95,223,0
"354",2,8,5,25,0,95,271,1
"355",2,8,5,30,0,95,210,0
"356",2,8,5,35,0,95,219,0
"357",2,8,5,40,0,95,314,0
"358",2,8,5,45,0,95,499,1
"359",2,8,5,50,0,95,283,1
"360",2,8,5,55,0,95,435,1
"361",2,8,6,0,0,95,593,1
"362",2,8,6,5,0,95,619,1
"363",2,8,6,10,0,95,614,1
"364",2,8,6,15,0,95,512,1
"365",2,8,6,20,0,95,688,1
"366",2,8,6,25,0,95,931,2
